ISO	Language	Dialect	Genetics	Speakers	Method	Quantity	Harmony?	Vowels	Structure	Peripheral	Nonperipheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4	F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
nld	Dutch		IndoEuropean>Germanic>WestGermanic>LowFranconian	2	Running speech	Mixed	No	12	9S3	9	3	i		312	2217			ɪ		383	1980			e		466	1858			ɛ		516	1688			a		607	1328			ɑ		571	1232			ɔ		460	1039			o		444	1107			u		331	947			y		316	1722			ø		456	1478			œ		407	1471															439.0833333	0.43079096	427.345	1505.583333	0.439829396	1443.57
nmn	!Xoo	Lone Tree	Khoisan>SouthernAfrica>Southern>Hua	1	Wordlist	Uniform	No	5	5S0	5	0	i		255	2530			e		405	2205			a		685	1435			o		450	975			u		290	840																																																									417	0.376744186	423.13	1597	0.447928994	1500.79
nnb	Kinande		NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo	1	Wordlist	Uniform	Yes	10	9S1	9	1	i		261	2234	2899		e		315	2023	2625		ɪ		365	1819	2521		ɛ		472	1805	2564		a		651	1474	2394		ɔ		447	1017	2536		o		322	1149	2520		ʊ		318	965	2458		u		262	917	2668		ə		484	1651	2491																										389.7	0.33	413.49	1505.4	0.446772969	1431.947
nnb	Kinande	Yira	NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Central>J>Konzo	3	Wordlist	Uniform	Yes	10	9S1	9	1	i		291	2125	XXX		e		388	1919	XXX		ɪ		408	1946	XXX		ɛ		592	1778	XXX		a		748	1466	XXX		ɔ		566	1030	XXX		ʊ		402	782	XXX		o		392	1005	XXX		u		310	736	XXX		ə		653	1460	XXX																										475	0.402625821	469.687	1424.7	0.495824334	1279.099
nor	Norwegian	Standard	IndoEuropean>Germanic>NorthGermanic>WestScandinavian	13	Wordlist	Long	No	9	6R3	6	3	i		309	2281	3230		e		404	2167	2765		æ		703	1498	2478		ɑ		635	1053	2585		o		461	906	2453		u		348	874	2338		y		302	2153	2479		ø		437	1561	2332		ʉ		330	1724	2176																																436.5555556	0.335550014	458.791	1579.666667	0.501539919	1424.137
nun	Anong	Mugujia	SinoTibetan>TibetoBurman>Nungish	?	Wordlist	Uniform	No	6	5S1	5	1	i		356	2096	3500		ɛ		452	1846	3336		ɑ		600	1044	2739		o		416	753	2743		u		379	967	2854		ɨ		380	1849	2912																																																		430.5	0.305327869	451.404	1425.833333	0.500992802	1278.113
oci	Occitan	Roergue Lengadocian	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance	1	Carrier sentence	Uniform	No	7	6L1	6	1	i		238	2390	2800	3699	e		304	2103	2601	3691	ɛ		419	1849	2559	3727	a		854	1437	2515	3454	ɔ		494	999	2603	3399	u		273	887	2581	3419	y		271	1763	2361	3266																																											407.5714286	0.275278293	478.856	1632.571429	0.496055508	1474.673
oci	Occitan	Vivarolpenc	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>OccitanoRomance	1	Carrier sentence	Uniform	No	7	6L1	6	1	i		235	2128	2875	3620	e		378	1861	2542	3550	ɛ		526	1694	2453	3419	a		622	1281	2438	3418	ɔ		482	1016	2647	3293	u		303	932	2490	3066	y		325	1502	2329	2926																																											410.1428571	0.452565522	386.317	1487.714286	0.464644052	1399.636
ogo	Khana		NigerCongo>AtlanticCongo>BenueCongo>Ogoni	4	Wordlist	Uniform	No	7	7S0	7	0	i		280	2000			e		337	1847			ɛ		493	1760			a		681	1324			ɔ		532	1013			o		344	939			u		283	818																																													421.4285714	0.352689704	436.791	1385.857143	0.480420595	1280.162
ood	O'odham	Pima	UtoAztecan>SouthernUtoAztecan>Sonoran>Tepiman	1	Running speech	Long	No	5	4R1	4	1	i		XXX	XXX	XXX	XXX	a		XXX	XXX	XXX	XXX	o		XXX	XXX	XXX	XXX	u		XXX	XXX	XXX	XXX	ɯ		XXX	XXX	XXX	XXX																																																							XXX	XXX	XXX	XXX	XXX	XXX
ood	O'odham	Pima	UtoAztecan>SouthernUtoAztecan>Sonoran>Tepiman	1	Running speech	Short	No	5	4R1	4	1	i		XXX	XXX	XXX	XXX	a		XXX	XXX	XXX	XXX	o		XXX	XXX	XXX	XXX	u		XXX	XXX	XXX	XXX	ɯ		XXX	XXX	XXX	XXX																																																							XXX	XXX	XXX	XXX	XXX	XXX
ori	Oriya	Standard	IndoEuropean>IndoIranian>IndoAryan>Eastern	1	Isolation	Uniform	No	6	6R0	6	0	i		250	2000	2700		e		300	1700	2350		a		650	1200	2400		ɔ		400	750	2300		o		300	600	2400		u		250	600																																																			358.3333333	0.270833333	406.4	1141.666667	0.386904762	1147.4
ori	Oriya	Standard	IndoEuropean>IndoIranian>IndoAryan>Eastern	1	Wordlist	Uniform	No	6	6R0	6	0	i		217	1867	2533		e		300	1625	2400		a		500	1233	2183		ɔ		433	967			o		333	767			u		233	733																																																			336	0.4204947	327.653	1198.666667	0.4106408	1176.394
pan	Punjabi	Doabi	IndoEuropean>IndoIranian>IndoAryan	6	Wordlist	Short	No	3	3S0	3	0	ɪ		339	1878	2761		ə		577	1555	2885		ʊ		429	1066	2868																																																																				457.4444444	0.451747522	431.566	1622.777778	0.389390595	1625.451
pan	Punjabi	Doabi	IndoEuropean>IndoIranian>IndoAryan	6	Wordlist	Long	No	7	7S0	7	0	i		265	2637	2890		e		321	2366	2765		ɛ		663	1930	2635		a		691	1061	2764		ɔ				2788		o		436	1136	3021		u		396	976	2442																																												457.4444444	0.451747522	431.566	1622.777778	0.389390595	1625.451
pav	Wari'		ChapacuraWanham>Madeira	6	Wordlist	Uniform	No	6	4L2a	4	2	i		325	2170	2920		e		475	1985	2705		a		745	1545	2550		o		465	975			y		355	2005	2490		ø		435	1900	2505																																																		466.6666667	0.337301587	489.22	1763.333333	0.659693166	1442.245
pbu	Pashto	Northern	IndoEuropean>IndoIranian>Iranian>Eastern>SouthEastern	5	Wordlist	Long	No	3	3S0	3	0	i		304	2034	2660	3614	a		655	1290	2411	3496	u		315	981	2281	3434																																																																			413.2222222	0.37037037	421.144	1458.666667	0.52530253	1295.892
pbu	Pashto	Northern	IndoEuropean>IndoIranian>Iranian>Eastern>SouthEastern	5	Wordlist	Short	No	6	5S1	5	1	i		324	2018	2752		e		405	1951	2568	3725	a		626	1433	2373	3456	o		401	992	2280	3438	u		271	822	2267	3608	ə		418	1607	2421	3631																																																	413.2222222	0.37037037	421.144	1458.666667	0.52530253	1295.892
pei	Chichimeca		OtoManguean>OtoPame	1	Wordlist	Uniform	No	7	6L1	6	1	i		268	2175	2926		e		455	1968	2658		æ		689	1797	2568		a		707	1434	2611		o		478	951	2480		u		294	728	2527		y		293	2002	2441																																												454.8571429	0.425642694	439.649	1579.285714	0.588310791	1293.777
pes	Persian		IndoEuropean>IndoIranian>Iranian>Western>Southwestern	30	Isolation	Mixed	No	6	6R0	6	0	i		255	2244	3129		e		480	1891	2704		æ		767	1401	2637		a		617	1031	2729		o		441	849	2548		u		297	734	2317																																																		476.1666667	0.431966146	455.192	1358.333333	0.413465784	1324.41
pms	Piedmontese	Turin	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloItalic	3	Meaningful sentence	Uniform	No	5	5S0	5	0	i		XXX	XXX	XXX	XXX	e		XXX	XXX	XXX	XXX	a		XXX	XXX	XXX	XXX	o		XXX	XXX	XXX	XXX	u		XXX	XXX	XXX	XXX																																																							XXX	XXX	XXX	XXX	XXX	XXX
pol	Polish	Standard	IndoEuropean>BaltoSlavic>Slavic>West>Lechitic	3	Wordlist	Uniform	No	6	5S1	5	1	i		305	2086	3045		e		600	1607	2507		a		732	1300	2561		o		576	1092	2388		u		389	1025	2435		ɨ		422	1722	2447																																																		504	0.466042155	471.957	1472	0.42130066	1439.851
pol	Polish	Standard	IndoEuropean>BaltoSlavic>Slavic>West>Lechitic	5	Wordlist	Uniform	No	6	5S1	5	1	i		284	2148	2777	3354	e		474	1720	2411	3303	a		638	1305	2216	3251	o		490	984	2250	3173	u		340	833	2221	3205	ɨ		384	1693	2379	3327																																																	435	0.426553672	422.414	1447.166667	0.467046895	1347.165
por	Portuguese	Brazilian>Sao Paulo	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	10	Wordlist	Uniform	No	7	7S0	7	0	i		286	2186	2949		e		358	2036	2726		ɛ		529	1823	2576		a		687	1328	2336		ɔ		531	922	2327		o		375	805	2368		u		312	760	2313																																												439.7142857	0.383327396	442.791	1408.571429	0.454818674	1317.566
por	Portuguese	Brazilian>Sao Paulo	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	10	Carrier sentence	Uniform	No	7	7S0	7	0	i		283	2204	2937		e		356	2024	2709		ɛ		508	1824	2568		a		687	1333	2291		ɔ		531	931	2335		o		375	803	2391		u		312	762	2307																																												436	0.378712871	440.964	1411.571429	0.450465623	1325.822
por	Portuguese	European>Lisbon	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	10	Wordlist	Uniform	No	7	7S0	7	0	i		282	2164	2790		e		354	1984	2563		ɛ		466	1842	2480		a		675	1352	2363		ɔ		491	924	2437		o		365	838	2462		u		303	797	2324																																												419.4285714	0.349691021	435.663	1414.428571	0.451666841	1331.497
por	Portuguese	European>Lisbon	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	10	Carrier sentence	Uniform	No	7	7S0	7	0	i		285	2157	2752		e		355	1990	2562		ɛ		445	1827	2485		a		649	1385	2290		ɔ		491	942	2373		o		360	843	2400		u		303	832	2313																																												412.5714286	0.350470958	427.324	1425.142857	0.447654987	1350.075
por	Portuguese	Blumenau Brazilian	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	3	Wordlist	Uniform	No	7	7S0	7	0	i		337	2118	2695		e		433	1875	2490		ɛ		585	1659	2468		a		656	1306			ɔ		588	1024			o		428	878			u		330	783																																													479.5714286	0.458808063	457.466	1377.571429	0.445371857	1304.985
por	Portuguese	Brazilian	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	9	Carrier sentence	Uniform	No	7	7S0	7	0	i		264	2095	2752		e		388	1918	2505		ɛ		519	1739	2514		a		734	1318	2362		ɔ		563	910	2570		o		414	899	2363		u		306	891	2430																																												455.4285714	0.407294833	447.77	1395.714286	0.419197912	1361.764
por	Portuguese	European>Lisbon	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>IberoRomance>WestIberian	8	Wordlist	Uniform	No	8	7S1	7	1	i		294	2343	2985		e		403	2084	2589		ɛ		501	1893	2565		a		626	1326	2440		ɔ		531	994	2407		o		426	864	2414		u		315	678			ɐ		511	1602	2559																																						450.875	0.47251506	423.812	1473	0.477477477	1329.015
pri	Paici		Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern	5	Wordlist	Uniform	No	10	7S3a	7	3	i		280	2106	2948		e		344	2091	2646		ɛ		525	1876	2538		a		793	1415	2394		ɔ		604	971	2303		o		383	781	2375		u		318	787	2320		ɯ		333	1496	2257		ɤ		422	1513	2256		ʌ		573	1500	2387																										457.5	0.346003899	480.583	1453.6	0.507622642	1299.075
prk	Wa	Kunming	AustroAsiatic>MonKhmer>Northern>Palaungic>Waic	1	Wordlist	Uniform	No	9	7S2	7	2	i		315	2488			e		366	2355			ɛ		589	2083			a		750	1265			ɔ		525	926			o		495	983			u		334	784			ɨ		338	1703			ə		464	1494																																	464	0.342528736	485.085	1564.555556	0.458072509	1450.264
prk	Wa	Standard	AustroAsiatic>MonKhmer>Northern>Palaungic>Waic	11	Carrier sentence	Uniform	No	9	7S2	7	2	i		308	2237	3003	3569	e		429	2135	2704	3535	ɛ		571	1893	2607	3610	a		793	1445	2453	3606	ɔ		577	885	2559	3406	o		470	787	2516	3395	u		378	687	2296	3148	ɯ		362	1401	2181	3358	ɤ		463	1344	2270	3401																															483.4444444	0.361741123	497.635	1423.777778	0.475340502	1293.05
prs	Dari		IndoEuropean>IndoIranian>Iranian>Western>Southwestern	4	Wordlist	Mixed	No	8	8R0	8	0	i	i	264	2125	3088		ē	e	398	2049	2817		e	ɪ̞	422	1874	2674		a	a	695	1459	2476		ā	ɒ	558	1084			o	ʊ̞	441	1024			ō	o	408	903			u	u	279	802																																							433.125	0.392401392	432.521	1415	0.463340892	1319.293
pwn	Paiwan		Austronesian>Paiwanic	3	Wordlist	Uniform	No	4	3S1	3	1	i		419	2185	2630		a		812	1235	2534		u		470	809	2631		ə		605	1630	2596																																																														576.5	0.400763359	572.663	1464.75	0.4765625	1347.016
que	Quichua	Otavalo	Quechuan	13	Carrier sentence	Uniform	No	3	3S0	3	0	ɪ		339	2208	2853		a		653	1585	2556		ʊ		435	1090	2636																																																																				475.6666667	0.435244161	461.774	1627.666667	0.480918306	1527.138
quz	Quechua	Cusco	Quechuan>QuechuaII>C	5	Carrier sentence	Uniform	No	5	5S0	5	0	i		316	2246	2839		e		417	1991	2692		a		698	1485	2587		o		506	1077	2380		u		370	1192	2436																																																								461.4	0.380628272	465.362	1598.2	0.445851155	1534.079
roa	Norman	Liesville-sur-Douve	IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil	1	Running speech	Combined	No	14	10R4	10	4	i		330	2380	3195		ɪ		445	2020	2795		e		445	2125	3060		ɛ		630	1830	2585		æ		710	1635	2515		ɑ		705	1335	2415		ɔ		600	1180	2325		o		515	1010	2200		ʊ		425	1125	2570		u		390	1070	2635		y		335	1930	2765		ʏ		425	1753	2350		ø		495	1660	2505		œ		530	1440	2345		498.5714286	0.443609023	478.58	1606.642857	0.435505735	1545.67
ron	Romanian	Stadard	IndoEuropean>Italic>Romance>EastRomance	3	Wordlist	Uniform	No	7	5S2a	5	2	i		232	2123	2768		e		443	1823	2547		a		657	1217	2333		o		465	805	2250		u		260	695	2035		ɨ		260	1533	2208		ə		495	1388	2390																																												401.7142857	0.399327731	398.175	1369.142857	0.472088836	1253.348
ron	Romanian	Transylvania	IndoEuropean>Italic>Romance>EastRomance	9	Wordlist	Uniform	No	9	7S2	7	2	i		294	2090	2694		e		430	1808	2469		ɛ		524	1703	2384		a		730	1351	2381		ɔ		597	1086			o		461	902			u		342	884			ɨ		346	1699	2400		ə		546	1549	2415																																474.4444444	0.413863405	464.476	1452.444444	0.471346969	1355.546
ruq	Megleno-Romanian		IndoEuropean>Italic>Romance>EasternRomance	3	Wordlist	Short	No	10	7S3a	7	3	i		319	2233	2923		e		400	2007	2621		ɛ		519	1971	2570		a		806	1504	2456		ɔ		610	1279	2460		o		449	991	2387		u		323	781	2296		ɨ		325	1466	2528		ɘ		430	1534	2489		ɜ		491	1457	2434																										467.2	0.304312115	509.417	1522.3	0.51053719	1348.732
rus	Russian		IndoEuropean>BaltoSlavic>Slavic>EastSlavic	3	Carrier sentence	Uniform	No	6	5S1	5	1	i		357	2299	2792		e		442	1929	2577		a		553	1504	2514		o		448	1174	2516		u		378	997	2534		ɨ		388	1702	2397																																																		427.6666667	0.360544218	433.636	1600.833333	0.463773682	1506.082
rus	Russian		IndoEuropean>BaltoSlavic>Slavic>EastSlavic	2	Wordlist	Uniform	No	6	5S1	5	1	i		350	2460			e		510	2050			a		690	1510			o		470	1025			u		380	825			ɨ		380	1825																																																			463.3333333	0.333333333	482.94	1615.833333	0.483690112	1464.285
sbz	Kaba	Paoua	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	1	Carrier sentence	Long	No	6	6R0	6	0	i		235	2031	2661	3671	e		314	2010	2550	3693	a		796	1393	2126	3246	ɔ		540	1150			o		360	1036	2216	3346	u		269	1088	2011	3482																																																	419	0.32798574	454.351	1451.333333	0.417420436	1425.045
scn	Sicilian	Sallentinian>Lecce	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Meaningful sentence	Uniform	No	5	5S0	5	0	i		336	2278	2896		e		464	1876	2602		a		616	1362	2442		o		482	1024	2591		u		373	945	2690																																																								454.2	0.422142857	445.48	1497	0.414103526	1466.203
scn	Sicilian	Sallentinian>Parabita	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	1	Wordlist	Uniform	No	5	5S0	5	0	i		290	2175			e		460	1900			a		810	1375			o		550	940			u		310	810																																																									484	0.373076923	493.32	1440	0.461538462	1343.715
scn	Sicilian	Southern Calabrian>Cosenza	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Wordlist	Uniform	No	5	5S0	5	0	i		316	2167			e		530	1821			a		721	1372			o		558	945			u		352	789																																																									495.4	0.442962963	474.355	1418.8	0.457039187	1327.798
scn	Sicilian	Southern Calabrian>Catanzaro	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	4	Wordlist	Uniform	No	5	5S0	5	0	i		297	2392			e		516	1515			a		732	1437			o		542	929			u		335	789																																																									484.4	0.430804598	467.085	1412.4	0.38889582	1415.773
sgz	Sursurunga		Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai	1	Wordlist	Uniform	No	6	5S1	5	1	i		XXX	XXX	XXX	XXX	e		XXX	XXX	XXX	XXX	a		XXX	XXX	XXX	XXX	o		XXX	XXX	XXX	XXX	u		XXX	XXX	XXX	XXX	ə		XXX	XXX	XXX	XXX																																																	XXX	XXX	XXX	XXX	XXX	XXX
shi	Tachelhit		AfroAsiatic>Berber>Northern>Atlas	1	Carrier sentence	Uniform	No	3	3S0	3	0	i		350	1880	2760		a		570	1530	2660		u		390	1150	2190																																																																				436.6666667	0.393939394	436.02	1520	0.506849315	1435.43
shq	Albanian	Kosovo Standard	IndoEuropean>Albanian	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		313	1875	2442		e		421	1619	2389		ʌ		524	1168	2334		o		407	980	2306		u		332	890	2269		y		305	1971	2263		ə		444	1462	2380																																												392.2857143	0.398564905	390.629	1423.571429	0.493590591	1312.671
shq	Albanian	Northern Standard	IndoEuropean>Albanian	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		303	2023	2645		e		443	1779	2413		a		577	1302	2323		o		463	1068	2294		u		367	1041	2235		y		324	1749	2329		ə		483	1522	2346																																												422.8571429	0.437434828	410.134	1497.714286	0.465085831	1424.962
shq	Albanian	Central Standard	IndoEuropean>Albanian	3	Meaningful sentence	Uniform	No	7	5S2a	5	2	i		312	2000	2594		e		413	1771	2515		a		599	1315	2377		o		400	915	2344		u		334	897	2349		y		323	1705	2376		ə		438	1415	2453																																												402.7142857	0.316077651	424.217	1431.142857	0.484263696	1328.273
shq	Albanian	Northern Standard	IndoEuropean>Albanian	2	Wordlist	Uniform	No	7	5S2a	5	2	i		333	2099	2838	3210	e		464	1706	2348	3355	a		564	1249	2243	3128	o		474	994	2270	3166	u		414	764	2406	2966	y		308	1780	2236	3172	ə		469	1476	2257	3255																																											432.2857143	0.485491071	408.096	1438.285714	0.505082932	1285.985
shq	Albanian	Central Standard	IndoEuropean>Albanian	1	Wordlist	Uniform	No	7	5S2a	5	2	i		342	2074	2788	3618	e		464	1732	2314	3491	a		611	1250	2267	3482	o		474	934	2293	3247	u		378	812	2784	3554	y		315	1624	2236	3485	ə		506	1309	2248	3447																																											441.4285714	0.427123552	430.736	1390.714286	0.458569165	1305.442
shq	Albanian	Kosovo Standard	IndoEuropean>Albanian	1	Wordlist	Uniform	No	7	5S2a	5	2	i		321	1994	2550	3534	e		471	1695	2447	3419	a		606	1151	2368	3265	o		415	807	2305	3040	u		279	710	2304	3306	y		336	1575	2286	3260	ə		525	1428	2426	3341																																											421.8571429	0.436871997	406.857	1337.142857	0.488429016	1212.044
shq	Albanian	Southern Standard	IndoEuropean>Albanian	3	Meaningful sentence	Uniform	No	7	6L1	6	1	i		355	2057	2619		e		471	1912	2513		ɛ		584	1617	2442		a		673	1408	2391		o		506	977	2396		u		397	967	2422		y		268	1733	2374																																												464.8571429	0.486067019	426.355	1524.428571	0.511402359	1393.19
shq	Albanian	Southern Standard	IndoEuropean>Albanian	1	Wordlist	Uniform	No	7	6L1	6	1	i		367	2161	2810		e		514	1955	2692		ɛ		613	1607	2645		a		703	1369	2640		o		544	832	2584		u		396	720	2503		y		340	1751	2419																																												496.7142857	0.431719795	481.933	1485	0.530881332	1283.431
skf	Sakurabiat		Tupian>Tupari	2	Carrier sentence	Long	No	5	4L1	4	1	i		309	2475			ɛ		548	2062			a		686	1345			o		408	980			ɨ		356	1945																																																									463.9	0.410875332	456.407	1750	0.52176781	1551.756
skf	Sakurabiat		Tupian>Tupari	2	Carrier sentence	Short	No	5	4L1	4	1	i		325	2417			ɛ		535	2010			a		681	1327			o		411	959			ɨ		380	1980																																																									463.9	0.410875332	456.407	1750	0.52176781	1551.756
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	2	Wordlist	Long	No	5	5S0	5	0	i		225	2125	2683		e		417	1700	2433		a		675	1242	2450		o		383	817	2567		u		250	750	2200																																																								397.2727273	0.38961039	397.905	1334.272727	0.42492562	1287.625
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	3	Wordlist	Long	No	5	5S0	5	0	i		222	2023	2618	3400	e		393	1628	2383	3267	a		613	1090	2393	3200	o		373	800	2763	3400	u		228	652	2273	3300																																																							381.9090909	0.408974657	374.881	1279.636364	0.457794576	1188.061
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	2	Wordlist	Short	No	6	6L0	6	0	i		220	2000	2625		e		375	1700	2365		æ		600	1538	2390		a		600	1165	2450		o		400	890	2325		u		225	750																																																			397.2727273	0.38961039	397.905	1334.272727	0.42492562	1287.625
slk	Slovak		IndoEuropean>Slavic>West>CzeckSlovak	3	Wordlist	Short	No	6	6L0	6	0	i		228	1950	2800	3333	e		373	1755	2380	3317	æ		537	1467	2460	3317	a		613	1138	2423	3233	o		393	895	2380	3083	u		228	678	2073	3067																																																	381.9090909	0.408974657	374.881	1279.636364	0.457794576	1188.061
slv	Slovenian	Standard	IndoEuropean>BaltoSlavic>Slavic>South>Western	5	Wordlist	Short	No	5	5S0	5	0	i		288	2148	2708	3415	ɛ		546	1739	2522	3412	a		666	1252	2439	3445	ɔ		594	1010	2490	3472	u		342	834	2441	3314																																																							470.9230769	0.454142012	444.656	1398.846154	0.433367072	1340.888
slv	Slovenian	Standard	IndoEuropean>BaltoSlavic>Slavic>South>Western	5	Wordlist	Long	No	8	7S1	7	1	i		282	2174	2787	3469	e		362	2097	2629	3417	ɛ		528	1741	2526	3472	a		698	1217	2510	3553	ɔ		579	977	2573	3395	o		421	806	2488	3260	u		321	855	2446	3255	ə		495	1335	2453	3371																																					470.9230769	0.454142012	444.656	1398.846154	0.433367072	1340.888
sna	Shona	Karanga	NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern	1	Isolation	Uniform	No	5	5S0	5	0	i		225	2500	3500		e		400	2250	3000		a		725	1500	2500		o		350	1000	2000		u		250	725	2250																																																								390	0.33	420.5	1595	0.490140845	1419.025
sna	Shona		NigerCongo>AtlanticCongo>BantuCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		260	1960			e		330	1887			a		668	1315			o		330	807			u		270	750																																																									371.6	0.273529412	419.528	1343.8	0.490743802	1223.11
snw	Sele		NigerCongo>AtlanticCongo>VoltaCongo>Kwa>Nyo>PotouTano>Lelemi	8	Wordlist	Uniform	No	7	7S0	7	0	i		293	2025	2956		e		363	1913	2634		ɛ		494	1906	2628		a		809	1477	2441		ɔ		513	1035	2297		o		367	908	2211		u		300	887	2008																																												448.4285714	0.301218162	494.756	1450.142857	0.494853126	1331.958
som	Somali	Standard	AfroAsiatic>Cushitic>East	1	Wordlist	Long	Yes	10	10L0	10	0		i	269	2175				ɪ	324	2319				e	376	1889				ɛ	513	1893				æ	617	1583				a̠	741	1380				ɔ	531	1044				o̟	351	1019				ʊ	316	1008				u̟	302	1002																											455.25	0.394597458	453.552	1519.210526	0.43357686	1459.092
som	Somali	Standard	AfroAsiatic>Cushitic>East	1	Wordlist	Short	Yes	10	10R0	10	0		i	279	2162				e	427	1958				e̞	447	2125				æ	589		2451			a̟	710	1843				ɐ	676	1409				ɔ	513	960				o̞	417	907				o̟	376	1117				u̟	331	1072																											455.25	0.394597458	453.552	1519.210526	0.43357686	1459.092
sot	Sotho	Southern	NigerCongo>AtlanticCongo>BenueCongo>Bantoid>SouthernBantoid>Bantu>Central>Southern>SothoTswana>Sotho	1	Carrier sentence	Uniform	No	9	9S0	9	0	i		276	2264	3092		e		385	2426	3284		ɛ̝		416	2367	2721		ɛ		546	2258	2965		a		884	1645	2636		ɔ		564	1177	2857		ɔ̝		414	974	2771		o		393	928	2609		u		255	1016	2703																																459.2222222	0.324677619	500.939	1672.777778	0.497181427	1513.718
spa	Spanish	Mexican>Tijuana	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	6	Carrier sentence	Uniform	No	5	5S0	5	0	i		298	2320	2940		e		450	2162	2731		a		785	1355	2438		o		475	841	2433		u		320	814	2175																																																								465.6	0.344147844	488.417	1498.4	0.454448871	1402.846
spa	Spanish	Rioplatense>Buenos Aires	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	4	Carrier sentence	Uniform	No	5	5S0	5	0	i		280	2232	2973		e		387	2004	2629		a		743	1243	2526		o		453	883			u		334	743																																																									439.4	0.344276458	461.033	1421	0.455339154	1325.199
spa	Spanish	Peninsular	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	6	Carrier sentence	Uniform	No	5	5S0	5	0	i		326	2314	2893		e		437	1915	2589		a		667	1190	2511		o		480	1038	2616		u		358	926	2504																																																								453.6	0.374193548	459.331	1476.6	0.396685879	1468.708
spa	Spanish	Madrid	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	4	Carrier sentence	Uniform	No	5	5S0	5	0	i		286	2147			e		458	1814			a		638	1353			o		460	1019			u		322	992																																																									432.8	0.417045455	423.632	1465	0.40952381	1443.605
spa	Spanish	Peninsular Standard	IndoEuropean>Italic>Romance>ItaloWestern>GalloIberian>IberoRomance>WestIberian	5	Wordlist	Uniform	No	5	5S0	5	0	i		300	2440			e		450	2200			a		780	1450			o		540	960			u		360	870																																																									486	0.3875	487.68	1584	0.45477707	1483.87
